Id,EssaySet,Score1,Score2,EssayText
5102,3,2,2,"Pandas in China and koalas in Australia are both specialists, because "" what favors specialists is stability "" ( paragraph23). The eat one thing exclusively. Pythons, however are generalists. They can eat a variety of things, and there for can live in many places. Generalists like pythons adapt better than specialists like pandas and koalas."
5103,3,2,1,Pandas in China are similar to Koalas because they are both specialist meaning they live in specific places due to the one specific thing they eat. They are different from pythons because pythons are generalists and can live almost anywhere.
5104,3,2,2,"Pandas in China are similar to koalas in Australia because they are both specialists. They both only eat one type of food each. Pandas only eat bamboo and koalas only eat eucalyptus leaves. These animals are both different from pythons because pythons are generalists, which can adapt to eating the native species, unlike the panda or koala"
5105,3,1,0,Pandas in China are similar to koalas in Australia. Panda eat almost nothing but bamboo or Australia koala bear which eat eucalyptus leaves almost exclusively. They are both different from pythons because the species have become most abandunt are often those that do best in and around humans.
5107,3,1,2,"Panda's in china are similar to koalas in Australia because they both only eat like plants/leaves it says that ""china pandas which eats almost nothing but bamboo or Australia's koalas which eats eucalyptus leaves. They are different from python because python's snakes and they eat alligator's because in the article theel was tryired to see if the alligators would eat the python and it end up the opposite the pythons ate the alligator instead."
5108,3,1,1,In China a panda is similar to koalas in Australia because one they don't do well around people and two they both only eat onething. Pandas eat bamboo and koalas eat eucalyptus leaves.
5109,3,2,2,"Pandas in China are similar to koalas in Australia because they both eat almost nothing but 1 thing,m for pandas:bamboo, koalas;eucalyptus leaves: so if they moved to a different environment they couldnt adapt/survive. They differ from pythons, because pythons could adapt and eat anything."
5110,3,2,2,"Pandas in China are similar to koalas in Australia. Both of these animals however are different from pythons. Pandas that live in China eat almost nothing but bamboo. Koalas in Australia eat almost exclusively eucalyptus leaves. Pythons eat a variety of food, and can live in the U.S from Cali to Delaware in the southern half. Pandas and koalas are specialists because they eat and adapt very well to other environments. Pythons are specialists because they can adapt."
5111,3,1,1,"How pandas in china are similar to koalas in Australia is that they are both bears that eat plants. However, the difference between them and pythons are snakes that take in whole animals for their food the author explains that skip show tagged a radio transmitter to a key lamp wood rat and was tracked all the way into a python."
5112,3,1,2,Pandas in China and koalas in Australia are both similar. They are both similar because as said in the article they are both specialist that need to inhabit certain areas because they only eat a certain food. But they are different from pythons because pythons are able to inhabit different climates and eat different foods as other generalist animals.
